0	1.914805
1	1.688168
2	1.549345
3	1.523140
4	1.480233
5	1.176583
6	1.141477
7	1.140777
8	1.100670
9	0.755813
10	0.698103
11	0.689802
12	0.677400
13	0.131502
14	0.128502
15	0.125302
16	0.122501
17	0.105801
18	0.060000
19	0.053500
20	0.045800
21	0.024800
22	0.021100
23	0.020700
24	0.017900
25	0.016200
26	0.016000
27	0.015800
28	0.015400
29	0.009300
30	0.009200
31	0.009000
32	0.009000
33	0.008800
34	0.008600
35	0.008500
36	0.008500
37	0.007600
38	0.007500
39	0.007500
40	0.007200
41	0.007200
42	0.006800
43	0.006700
44	0.006600
45	0.006300
46	0.006100
47	0.006000
48	0.005700
49	0.005600
50	0.005100
51	0.005100
52	0.005000
53	0.005000
54	0.004800
55	0.004800
56	0.004600
57	0.004600
58	0.004200
59	0.004200
60	0.004100
61	0.004000
62	0.003900
63	0.003800
64	0.003700
65	0.003600
66	0.003300
67	0.003300
68	0.003200
69	0.003200
70	0.003200
71	0.003200
72	0.003100
73	0.003100
74	0.002800
75	0.002800
76	0.002700
77	0.002700
78	0.002600
79	0.002600
80	0.002500
81	0.002500
82	0.002300
83	0.002300
84	0.002300
85	0.002200
86	0.002200
87	0.002200
88	0.002200
89	0.002200
90	0.002000
91	0.002000
92	0.002000
93	0.001900
94	0.001900
95	0.001800
96	0.001800
97	0.001800
98	0.001700
99	0.001700
100	0.001700
101	0.001700
102	0.001700
103	0.001700
104	0.001600
105	0.001600
106	0.001600
107	0.001500
108	0.001500
109	0.001500
110	0.001500
111	0.001400
112	0.001400
113	0.001400
114	0.001300
115	0.001300
116	0.001300
117	0.001300
118	0.001300
119	0.001300
120	0.001300
121	0.001300
122	0.001200
123	0.001200
124	0.001200
125	0.001200
126	0.001200
127	0.001100
128	0.001100
129	0.001100
130	0.001100
131	0.001100
132	0.001100
133	0.001100
134	0.001100
135	0.001100
136	0.001100
137	0.001000
138	0.001000
139	0.001000
140	0.001000
141	0.001000
142	0.001000
143	0.000900
144	0.000900
145	0.000900
146	0.000900
147	0.000900
